	NC_011334.1	1	0	1.0	30
	NC_011334.1	1	0	13.0	31
	NC_011334.1	1	0	36.0	32
	NC_011334.1	1	0	4.0	33
	NC_011334.1	1	0	7.0	34
	NC_011334.1	1	0	35.0	35
	NC_011334.1	1	0	1.0	36
	NC_011334.1	1	0	9.0	37
	NC_011334.1	1	0	21.0	38
	NC_011334.1	1	0	3.0	39
	NC_011334.1	1	0	8.0	40
	NC_011334.1	1	0	10.0	41
	NC_011334.1	1	0	26.0	42
	NC_011334.1	1	0	4.0	43
	NC_011334.1	1	0	1.0	44
	NC_011334.1	1	0	12.0	45
	NC_011334.1	1	0	83.0	46
	NC_011334.1	1	0	14.0	47
	NC_011334.1	1	0	27.0	48
	NC_011334.1	1	0	37.0	49
	NC_011334.1	1	0	16.0	50
	NC_011334.1	1	0	33.0	51
	NC_011334.1	2	0	50.0	51
	NC_011334.1	3	0	51.0	51
	NC_011334.1	4	0	8.0	51
	NC_011334.1	5	0	41.0	51
	NC_011334.1	6	0	11.0	51
	NC_011334.1	7	0	10.0	51
	NC_011334.1	8	0	49.0	51
	NC_011334.1	9	1	154.0	30
	NC_011334.1	10	0	55.0	51
	NC_011334.1	11	0	12.0	51
	NC_011334.1	12	0	5.0	51
	NC_011334.1	12	1	1.0	31
	NC_011334.1	13	0	32.0	51
	NC_011334.1	13	1	4.0	32
	NC_011334.1	14	0	23.0	51
	NC_011334.1	15	0	74.0	51
	NC_011334.1	15	1	15.0	33
	NC_011334.1	16	0	11.0	51
	NC_011334.1	17	0	2.0	51
	NC_011334.1	17	1	8.0	34
	NC_011334.1	19	0	172.0	51
	NC_011334.1	19	1	33.0	35
	NC_011334.1	20	0	3.0	51
	NC_011334.1	21	0	66.0	51
	NC_011334.1	21	1	9.0	36
	NC_011334.1	22	0	80.0	51
	NC_011334.1	23	0	28.0	51
	NC_011334.1	23	1	34.0	37
	NC_011334.1	24	0	23.0	51
	NC_011334.1	24	1	1.0	35
	NC_011334.1	24	1	1.0	36
	NC_011334.1	25	1	22.0	38
	NC_011334.1	26	0	80.0	51
	NC_011334.1	26	1	1.0	36
	NC_011334.1	26	1	2.0	37
	NC_011334.1	27	0	74.0	51
	NC_011334.1	27	1	59.0	39
	NC_011334.1	28	0	5.0	51
	NC_011334.1	28	1	1.0	39
	NC_011334.1	29	1	330.0	40
	NC_011334.1	30	0	136.0	51
	NC_011334.1	31	0	109.0	51
	NC_011334.1	31	1	87.0	41
	NC_011334.1	32	0	1.0	51
	NC_011334.1	33	0	1.0	47
	NC_011334.1	33	0	16.0	51
	NC_011334.1	33	1	8.0	42
	NC_011334.1	34	0	48.0	51
	NC_011334.1	35	0	3.0	51
	NC_011334.1	35	1	103.0	43
	NC_011334.1	36	0	22.0	51
	NC_011334.1	37	0	47.0	51
	NC_011334.1	37	1	21.0	44
	NC_011334.1	38	0	60.0	51
	NC_011334.1	39	0	1.0	33
	NC_011334.1	39	0	8.0	51
	NC_011334.1	40	0	1.0	51
	NC_011334.1	41	0	3.0	49
	NC_011334.1	41	0	41.0	51
	NC_011334.1	41	1	40.0	46
	NC_011334.1	42	0	195.0	51
	NC_011334.1	43	0	33.0	51
	NC_011334.1	43	1	16.0	47
	NC_011334.1	44	0	2.0	46
	NC_011334.1	44	0	35.0	51
	NC_011334.1	45	0	50.0	51
	NC_011334.1	45	1	4.0	48
	NC_011334.1	47	0	60.0	51
	NC_011334.1	47	1	2.0	49
	NC_011334.1	48	0	95.0	51
	NC_011334.1	49	1	71.0	50
	NC_011334.1	51	1	38.0	51
	NC_011334.1	52	1	83.0	51
	NC_011334.1	53	1	1.0	51
	NC_011334.1	55	1	16.0	51
	NC_011334.1	56	1	26.0	51
	NC_011334.1	57	1	5.0	51
	NC_011334.1	58	1	203.0	51
	NC_011334.1	60	1	1.0	48
	NC_011334.1	60	1	1.0	51
	NC_011334.1	61	1	15.0	51
	NC_011334.1	62	1	23.0	51
	NC_011334.1	63	1	28.0	51
	NC_011334.1	64	1	13.0	51
	NC_011334.1	65	1	6.0	51
	NC_011334.1	67	1	6.0	51
	NC_011334.1	68	1	52.0	51
	NC_011334.1	69	1	4.0	51
	NC_011334.1	72	1	39.0	51
	NC_011334.1	73	1	16.0	51
	NC_011334.1	74	1	14.0	51
	NC_011334.1	75	1	183.0	51
	NC_011334.1	78	1	40.0	51
	NC_011334.1	79	1	29.0	51
	NC_011334.1	80	1	16.0	51
	NC_011334.1	81	1	54.0	51
	NC_011334.1	83	1	1.0	51
	NC_011334.1	84	1	1.0	33
	NC_011334.1	84	1	15.0	51
	NC_011334.1	85	1	63.0	51
	NC_011334.1	86	1	5.0	51
	NC_011334.1	87	1	15.0	51
	NC_011334.1	88	1	7.0	51
	NC_011334.1	89	1	3.0	47
	NC_011334.1	89	1	9.0	51
	NC_011334.1	90	1	9.0	51
	NC_011334.1	91	1	12.0	51
	NC_011334.1	92	1	149.0	51
	NC_011334.1	94	1	3.0	51
	NC_011334.1	95	1	10.0	51
	NC_011334.1	96	1	23.0	51
	NC_011334.1	97	1	1.0	21
	NC_011334.1	97	1	1.0	48
	NC_011334.1	97	1	8.0	51
	NC_011334.1	98	1	59.0	51
	NC_011334.1	113	0	22.0	51
	NC_011334.1	114	0	29.0	51
	NC_011334.1	115	0	16.0	51
	NC_011334.1	116	0	24.0	51
